CAMIS,GRADE,BORO
40398913,0,MANHATTAN
40398958,1,BRONX
40398989,1,MANHATTAN
40399007,1,MANHATTAN
40399057,0,MANHATTAN
40399090,0,MANHATTAN
40399099,0,MANHATTAN
40399136,0,MANHATTAN
40399165,1,BROOKLYN
40399174,1,MANHATTAN
40399176,0,MANHATTAN
40399217,0,QUEENS
40399279,0,MANHATTAN
40399285,1,MANHATTAN
40399329,0,MANHATTAN
40399334,1,MANHATTAN
40399340,0,BROOKLYN
40399356,0,QUEENS
40399359,1,MANHATTAN
40399372,0,MANHATTAN
40399373,0,MANHATTAN
40399422,0,QUEENS
40399472,-1,MANHATTAN
40399523,0,MANHATTAN
40399534,0,QUEENS
40399560,0,MANHATTAN
40399561,0,MANHATTAN
40399569,1,MANHATTAN
40399581,1,QUEENS
40399611,0,BROOKLYN
40399613,1,QUEENS
40399620,0,MANHATTAN
40399652,1,MANHATTAN
40399672,0,QUEENS
40399729,1,QUEENS
40399739,0,QUEENS
40399751,-1,BROOKLYN
40399770,0,BROOKLYN
40399778,0,BRONX
40399784,0,MANHATTAN
40399787,0,MANHATTAN
40399810,0,BROOKLYN
40399817,1,MANHATTAN
40399834,1,MANHATTAN
40399852,1,MANHATTAN
40399867,0,MANHATTAN
40399886,0,QUEENS
40399910,0,MANHATTAN
40399911,1,BROOKLYN
40399922,0,MANHATTAN
40399955,1,BROOKLYN
40399970,0,MANHATTAN
40399986,0,BROOKLYN
40399988,1,BRONX
40399996,1,STATEN ISLAND
40400021,0,QUEENS
40400039,0,MANHATTAN
40400049,1,MANHATTAN
40400086,1,QUEENS
40400129,-1,MANHATTAN
40400149,1,BROOKLYN
40400155,0,MANHATTAN
40400172,0,MANHATTAN
40400185,1,MANHATTAN
40400198,0,QUEENS
40400204,0,MANHATTAN
40400209,0,BROOKLYN
40400251,0,BROOKLYN
40400314,0,MANHATTAN
40400355,0,BROOKLYN
40400366,1,MANHATTAN
40400418,0,MANHATTAN
40400429,0,QUEENS
40400453,0,MANHATTAN
40400473,0,MANHATTAN
40400483,0,MANHATTAN
40400492,0,QUEENS
40400493,0,QUEENS
40400539,0,QUEENS
40400544,-1,BROOKLYN
40400556,0,STATEN ISLAND
40400559,1,MANHATTAN
40400561,1,BROOKLYN
40400610,0,MANHATTAN
40400635,0,MANHATTAN
40400638,0,BROOKLYN
40400641,-1,MANHATTAN
40400652,0,BROOKLYN
40400657,0,MANHATTAN
40400681,1,QUEENS
40400686,0,MANHATTAN
40400702,0,MANHATTAN
40400710,0,MANHATTAN
40400739,0,MANHATTAN
40400754,0,MANHATTAN
40400799,0,BRONX
40400810,1,MANHATTAN
40400811,0,BROOKLYN
40400831,0,QUEENS
40400890,0,QUEENS
40400898,0,STATEN ISLAND
40400935,0,MANHATTAN
40400957,1,MANHATTAN
40400962,0,MANHATTAN
40400976,0,MANHATTAN
40400989,0,MANHATTAN
40400997,1,QUEENS
40401000,0,MANHATTAN
40401002,0,BROOKLYN
40401025,0,MANHATTAN
40401060,1,BROOKLYN
40401066,0,MANHATTAN
40401084,0,QUEENS
40401093,0,MANHATTAN
40401104,1,MANHATTAN
40401151,0,QUEENS
40401155,0,QUEENS
40401160,0,MANHATTAN
40401173,0,MANHATTAN
40401177,1,BROOKLYN
40401216,0,MANHATTAN
40401223,0,BROOKLYN
40401224,1,BROOKLYN
40401247,0,BROOKLYN
40401250,0,BRONX
40401316,0,BRONX
40401422,0,MANHATTAN
40401445,0,BROOKLYN
40401453,1,MANHATTAN
40401454,0,QUEENS
40401487,0,QUEENS
40401504,1,MANHATTAN
40401506,1,BROOKLYN
40401513,0,BROOKLYN
40401543,1,QUEENS
40401556,0,BROOKLYN
40401583,0,MANHATTAN
40401671,1,MANHATTAN
40401673,1,MANHATTAN
40401691,0,MANHATTAN
40401707,0,MANHATTAN
40401722,0,MANHATTAN
40401742,0,QUEENS
40401775,1,MANHATTAN
40401810,0,QUEENS
40401821,1,MANHATTAN
40401834,0,MANHATTAN
40401837,0,BROOKLYN
40401841,0,MANHATTAN
40401864,0,QUEENS
40401887,1,QUEENS
40401895,0,MANHATTAN
40401912,0,MANHATTAN
40401934,0,MANHATTAN
40401937,0,BROOKLYN
40401946,0,MANHATTAN
40401953,0,MANHATTAN
40401971,1,MANHATTAN
40401972,0,MANHATTAN
40401998,1,MANHATTAN
40401999,0,QUEENS
40402007,0,QUEENS
40402023,0,MANHATTAN
40402026,0,MANHATTAN
40402029,1,QUEENS
40402082,0,BROOKLYN
40402089,0,BROOKLYN
40402095,1,MANHATTAN
40402102,0,QUEENS
40402106,0,BRONX
40402145,0,MANHATTAN
40402151,0,MANHATTAN
40402172,0,MANHATTAN
40402187,0,BRONX
40402205,1,MANHATTAN
40402222,0,STATEN ISLAND
40402231,0,MANHATTAN
40402238,0,BROOKLYN
40402266,0,QUEENS
40402284,0,QUEENS
40402333,0,QUEENS
40402337,1,QUEENS
40402345,1,QUEENS
40402362,1,MANHATTAN
40402365,0,MANHATTAN
40402368,0,MANHATTAN
40402369,0,MANHATTAN
40402375,0,MANHATTAN
40402376,0,MANHATTAN
40402377,0,MANHATTAN
40402393,0,MANHATTAN
40402397,1,MANHATTAN
40402398,0,MANHATTAN
40402407,0,MANHATTAN
40402418,1,MANHATTAN
40402423,0,MANHATTAN
40402424,0,MANHATTAN
40402428,1,MANHATTAN
40402465,1,MANHATTAN
40402466,0,MANHATTAN
40402527,0,MANHATTAN
40402610,0,MANHATTAN
40402699,1,BRONX
40402709,0,MANHATTAN
40402717,0,MANHATTAN
40402742,0,STATEN ISLAND
40402755,1,MANHATTAN
40402756,0,MANHATTAN
40402785,0,MANHATTAN
40402788,0,MANHATTAN
40402893,1,MANHATTAN
40402899,0,BROOKLYN
40403110,0,QUEENS
40403419,0,QUEENS
40403579,0,MANHATTAN
40403586,0,MANHATTAN
40403721,0,MANHATTAN
40403768,0,MANHATTAN
40403799,0,MANHATTAN
40403822,0,QUEENS
40403830,0,BROOKLYN
40403857,0,QUEENS
40403880,0,MANHATTAN
40403917,0,MANHATTAN
40403988,0,MANHATTAN
40403989,0,MANHATTAN
40403999,0,MANHATTAN
40404010,0,MANHATTAN
40404017,0,MANHATTAN
40404023,1,MANHATTAN
40404024,0,MANHATTAN
40404069,0,MANHATTAN
40404074,0,MANHATTAN
40404080,0,MANHATTAN
40423356,0,MANHATTAN
40423364,0,STATEN ISLAND
40423399,1,BROOKLYN
40423403,0,MANHATTAN
40423440,0,STATEN ISLAND
40423450,0,BRONX
40423481,1,BRONX
40423510,0,BROOKLYN
40423527,0,BROOKLYN
40423532,0,QUEENS
40423547,0,BRONX
40423559,1,QUEENS
40423563,0,BROOKLYN
40423571,0,BRONX
40423654,0,MANHATTAN
40423705,0,MANHATTAN
40423819,0,STATEN ISLAND
40423830,0,BRONX
40423976,0,QUEENS
40424247,0,QUEENS
40424273,1,BRONX
40424337,0,MANHATTAN
40424365,0,BROOKLYN
40424400,0,MANHATTAN
40424410,0,BROOKLYN
40424418,-1,BROOKLYN
40424430,1,BRONX
40424437,0,MANHATTAN
40424488,0,STATEN ISLAND
40424515,0,QUEENS
40424633,1,MANHATTAN
40424709,0,STATEN ISLAND
40424723,0,QUEENS
40424765,1,BRONX
40424780,0,MANHATTAN
40424894,1,MANHATTAN
40424906,0,MANHATTAN
40424919,1,BRONX
40424933,0,MANHATTAN
40424955,0,QUEENS
40424972,1,BRONX
40425000,0,QUEENS
40425021,0,BROOKLYN
40425023,0,QUEENS
40425029,0,BROOKLYN
40425060,1,QUEENS
40425131,0,QUEENS
40425143,0,QUEENS
40482436,0,BROOKLYN
40482586,1,MANHATTAN
40482591,1,MANHATTAN
40482592,0,MANHATTAN
40482593,0,MANHATTAN
40482596,0,MANHATTAN
40482597,1,MANHATTAN
40482598,0,MANHATTAN
40482599,0,MANHATTAN
40482600,0,MANHATTAN
40482841,1,MANHATTAN
40483195,0,MANHATTAN
40483540,0,MANHATTAN
40483596,0,MANHATTAN
40483597,0,MANHATTAN
40483602,0,MANHATTAN
40483694,1,MANHATTAN
40483695,0,MANHATTAN
40483696,0,MANHATTAN
40483697,0,MANHATTAN
40483729,0,MANHATTAN
40510286,0,QUEENS
40510293,1,MANHATTAN
40510301,1,BRONX
40510328,0,BRONX
40510335,0,MANHATTAN
40510341,0,MANHATTAN
40510389,0,MANHATTAN
40510439,0,MANHATTAN
40510605,0,MANHATTAN
40510647,1,QUEENS
40510804,1,STATEN ISLAND
40510811,0,BROOKLYN
40510823,0,BRONX
40510827,0,MANHATTAN
40510969,1,MANHATTAN
40511155,0,MANHATTAN
40511169,1,MANHATTAN
40511194,1,MANHATTAN
40511243,0,MANHATTAN
40511292,0,MANHATTAN
40511309,1,MANHATTAN
40511312,1,QUEENS
40511479,0,MANHATTAN
40511577,1,BROOKLYN
40511645,1,MANHATTAN
40511659,0,MANHATTAN
40511696,0,QUEENS
40511702,-1,MANHATTAN
40511771,1,MANHATTAN
40511852,0,MANHATTAN
40511904,0,BROOKLYN
40512002,0,MANHATTAN
40512074,0,STATEN ISLAND
40512087,0,QUEENS
40512123,0,MANHATTAN
40512129,0,MANHATTAN
40512172,0,QUEENS
40512186,0,MANHATTAN
40512207,0,BRONX
40512258,0,MANHATTAN
40512297,1,MANHATTAN
40512403,1,MANHATTAN
40512425,0,BROOKLYN
40512445,1,MANHATTAN
40512520,1,MANHATTAN
40512610,0,BRONX
40512617,0,MANHATTAN
40512717,0,BROOKLYN
40512746,-1,BRONX
40512788,0,QUEENS
40512852,0,MANHATTAN
40512865,0,MANHATTAN
40512868,0,MANHATTAN
40513021,0,BROOKLYN
40513031,1,MANHATTAN
40513059,1,BROOKLYN
40513133,0,BROOKLYN
40513164,0,MANHATTAN
40513184,0,MANHATTAN
40513217,0,BROOKLYN
40513414,0,MANHATTAN
40513416,0,STATEN ISLAND
40513609,1,MANHATTAN
40513633,0,MANHATTAN
40513662,1,BROOKLYN
40513757,0,MANHATTAN
40513798,0,MANHATTAN
40513885,1,BROOKLYN
40514147,0,MANHATTAN
40514373,1,MANHATTAN
40514492,0,QUEENS
40514507,1,MANHATTAN
40514734,1,BROOKLYN
40515124,-1,QUEENS
40515211,0,BRONX
40515448,0,MANHATTAN
40515523,0,MANHATTAN
40515590,1,QUEENS
40515597,0,MANHATTAN
40515670,1,BRONX
40515675,0,BRONX
40515702,0,MANHATTAN
40515875,0,BROOKLYN
40516149,0,MANHATTAN
40516509,0,STATEN ISLAND
40516511,0,STATEN ISLAND
40517120,0,QUEENS
40518828,0,MANHATTAN
40519425,0,QUEENS
40520604,0,QUEENS
40520857,0,MANHATTAN
40521003,0,BROOKLYN
40521005,1,MANHATTAN
40521343,0,STATEN ISLAND
40522190,0,MANHATTAN
40522372,0,BROOKLYN
40523095,0,MANHATTAN
40523753,0,QUEENS
40523865,0,MANHATTAN
40523972,0,MANHATTAN
40524778,1,MANHATTAN
40524833,0,MANHATTAN
40524836,0,MANHATTAN
40524837,1,BRONX
40524843,0,MANHATTAN
40524878,0,BROOKLYN
40524888,0,MANHATTAN
40524910,0,BRONX
40524920,1,MANHATTAN
40524973,0,BRONX
40525193,0,QUEENS
40525206,0,BRONX
40525431,0,MANHATTAN
40525609,0,MANHATTAN
40525625,0,BROOKLYN
40525767,0,BRONX
40526104,0,MANHATTAN
40526147,1,QUEENS
40526254,0,MANHATTAN
40526406,0,MANHATTAN
40526489,0,MANHATTAN
40527001,1,MANHATTAN
40527369,0,MANHATTAN
40527514,0,BROOKLYN
40528073,0,STATEN ISLAND
40528180,0,MANHATTAN
40528297,0,MANHATTAN
40528441,0,MANHATTAN
40528983,0,STATEN ISLAND
40529040,0,QUEENS
40529203,1,BRONX
40529415,0,BROOKLYN
40529655,1,MANHATTAN
40529979,0,QUEENS
40529991,0,MANHATTAN
40530159,0,MANHATTAN
40530266,0,QUEENS
40530409,0,QUEENS
40530583,0,MANHATTAN
40530630,0,BRONX
40530791,0,MANHATTAN
40532870,0,MANHATTAN
40533002,0,QUEENS
40533515,1,MANHATTAN
40534044,1,QUEENS
40534067,-1,QUEENS
40534155,0,MANHATTAN
40534177,0,BROOKLYN
40534379,0,MANHATTAN
40534442,0,QUEENS
40534810,1,MANHATTAN
40534837,0,MANHATTAN
40534870,0,MANHATTAN
40534893,0,MANHATTAN
40534912,0,BROOKLYN
40534973,0,QUEENS
40535128,1,MANHATTAN
40535136,1,BROOKLYN
40535297,0,MANHATTAN
40535336,0,BROOKLYN
40535347,0,STATEN ISLAND
40535383,0,QUEENS
40535391,1,MANHATTAN
40535399,0,MANHATTAN
40535409,1,MANHATTAN
40535422,1,MANHATTAN
40535467,0,MANHATTAN
40535509,0,QUEENS
40535512,1,QUEENS
40535659,0,BROOKLYN
40535738,0,MANHATTAN
40535823,1,BRONX
40536063,0,BROOKLYN
40536227,0,STATEN ISLAND
40536280,0,MANHATTAN
40536414,0,BROOKLYN
40536534,0,BRONX
40536591,1,STATEN ISLAND
40536599,1,MANHATTAN
40536616,-1,QUEENS
40536785,1,BROOKLYN
40537290,0,BROOKLYN
40537473,1,BROOKLYN
40537494,0,MANHATTAN
40537686,0,MANHATTAN
40537963,0,BROOKLYN
40538061,0,BRONX
40538189,0,MANHATTAN
40538234,0,QUEENS
40538563,0,MANHATTAN
40538565,0,MANHATTAN
40538662,0,MANHATTAN
40538766,0,MANHATTAN
40539007,0,MANHATTAN
40539022,0,MANHATTAN
40539192,0,STATEN ISLAND
40539661,0,BROOKLYN
40539741,0,BROOKLYN
40539772,0,BRONX
40540251,0,STATEN ISLAND
40540478,0,MANHATTAN
40541030,0,MANHATTAN
40541662,0,MANHATTAN
40541670,0,QUEENS
40541829,0,MANHATTAN
40542205,-1,QUEENS
40542301,0,QUEENS
40542345,0,STATEN ISLAND
40542427,-1,MANHATTAN
40542546,1,BROOKLYN
40543027,0,BROOKLYN
40543355,0,QUEENS
40543458,0,MANHATTAN
40544044,1,QUEENS
40544107,0,MANHATTAN
40544267,0,QUEENS
40544427,0,BROOKLYN
40544528,0,MANHATTAN
40544529,1,QUEENS
40544576,0,MANHATTAN
40544705,0,BROOKLYN
40544774,1,BROOKLYN
40544813,0,BROOKLYN
40544823,0,MANHATTAN
40544948,0,QUEENS
40544958,0,MANHATTAN
40545034,0,QUEENS
40545071,0,MANHATTAN
40545130,-1,MANHATTAN
40545227,1,QUEENS
40545329,0,MANHATTAN
40545375,0,MANHATTAN
40545454,0,MANHATTAN
40545543,0,MANHATTAN
40545546,1,MANHATTAN
40545555,0,BROOKLYN
40545573,0,QUEENS
40545590,0,MANHATTAN
40545598,1,BRONX
40545741,0,MANHATTAN
40545786,0,BRONX
40545799,0,QUEENS
40545820,-1,BROOKLYN
40545938,0,MANHATTAN
40545967,0,QUEENS
40546082,0,MANHATTAN
40546098,0,MANHATTAN
40546234,0,MANHATTAN
40546256,0,MANHATTAN
40546257,0,MANHATTAN
40546306,0,MANHATTAN
40546350,1,MANHATTAN
40546650,0,QUEENS
40546676,1,BROOKLYN
40546849,0,MANHATTAN
40546918,0,MANHATTAN
40547031,0,BROOKLYN
40547085,0,BROOKLYN
40547163,0,QUEENS
40547185,0,BROOKLYN
40547269,0,MANHATTAN
40547272,1,MANHATTAN
40547434,1,STATEN ISLAND
40547548,0,BROOKLYN
40547874,0,BROOKLYN
40547904,0,MANHATTAN
40547933,0,QUEENS
40548426,-1,QUEENS
40548730,0,BRONX
40548766,1,MANHATTAN
40548768,0,MANHATTAN
40549269,0,STATEN ISLAND
40549443,1,BRONX
40549610,0,MANHATTAN
40549885,-1,BRONX
40549913,0,BRONX
40550150,0,QUEENS
40550155,1,MANHATTAN
40550262,0,STATEN ISLAND
40550548,0,QUEENS
40550666,1,MANHATTAN
40550765,1,MANHATTAN
40550770,-1,BROOKLYN
40550801,1,BRONX
40551093,1,BROOKLYN
40551234,0,MANHATTAN
40551765,0,QUEENS
40551807,0,QUEENS
40551900,1,STATEN ISLAND
40551996,0,BRONX
40552226,1,BRONX
40552366,1,QUEENS
40552579,0,MANHATTAN
40552965,1,STATEN ISLAND
40553257,1,BROOKLYN
40553409,1,STATEN ISLAND
40553443,0,MANHATTAN
40553581,0,BRONX
40553657,0,BROOKLYN
40554018,0,BRONX
40554183,0,MANHATTAN
40554349,1,BROOKLYN
40554360,0,MANHATTAN
40554369,1,BROOKLYN
40554463,0,QUEENS
40555174,0,MANHATTAN
40556572,0,QUEENS
40557279,0,MANHATTAN
40557434,1,QUEENS
40557466,1,BRONX
40557796,0,QUEENS
40557901,1,BRONX
40557912,0,MANHATTAN
40558516,0,BRONX
40558850,0,MANHATTAN
40559104,0,MANHATTAN
40559172,1,MANHATTAN
40559279,0,BRONX
40559439,0,MANHATTAN
40559546,0,MANHATTAN
40559606,1,MANHATTAN
40559633,0,MANHATTAN
40559634,0,MANHATTAN
40559636,0,MANHATTAN
40559832,0,QUEENS
40559892,0,MANHATTAN
40560074,0,MANHATTAN
40560108,1,BROOKLYN
40560112,0,MANHATTAN
40560302,1,MANHATTAN
40560308,0,BRONX
40560407,0,MANHATTAN
40560440,0,MANHATTAN
40560442,0,MANHATTAN
40560549,0,MANHATTAN
40560734,-1,BROOKLYN
40560823,1,BRONX
40560851,1,MANHATTAN
40560896,1,MANHATTAN
40560927,0,MANHATTAN
40560931,0,MANHATTAN
40560933,0,MANHATTAN
40560935,0,MANHATTAN
40560941,0,MANHATTAN
40560945,0,MANHATTAN
40560949,0,MANHATTAN
40560953,0,MANHATTAN
40561003,0,MANHATTAN
40561040,1,MANHATTAN
40561133,0,MANHATTAN
40561162,-1,MANHATTAN
40561234,0,QUEENS
40561290,0,BROOKLYN
40561312,0,BROOKLYN
40561340,1,MANHATTAN
40561550,0,MANHATTAN
40561796,1,QUEENS
40562839,0,MANHATTAN
40563041,1,MANHATTAN
40563069,0,QUEENS
40563475,0,MANHATTAN
40563526,1,MANHATTAN
40563596,-1,BROOKLYN
40563929,0,MANHATTAN
40564078,0,BROOKLYN
40564411,0,MANHATTAN
40564625,0,MANHATTAN
40564670,0,MANHATTAN
40564701,0,MANHATTAN
40564842,0,QUEENS
40564858,0,MANHATTAN
40565141,0,QUEENS
40565165,1,MANHATTAN
40565428,0,STATEN ISLAND
40565492,0,MANHATTAN
40565641,0,BROOKLYN
40565973,1,MANHATTAN
40566335,0,MANHATTAN
40566431,0,BROOKLYN
40566482,0,MANHATTAN
40566485,0,MANHATTAN
40566489,0,MANHATTAN
40566617,0,MANHATTAN
40566621,0,STATEN ISLAND
40566706,0,BRONX
40566764,0,BROOKLYN
40566783,0,BROOKLYN
40566887,0,QUEENS
40567158,1,MANHATTAN
40567189,0,BROOKLYN
40567264,1,QUEENS
40567533,0,MANHATTAN
40567856,0,QUEENS
40568285,1,MANHATTAN
40568460,0,BRONX
40568549,1,MANHATTAN
40568591,0,MANHATTAN
40568734,0,MANHATTAN
40568880,0,MANHATTAN
40568945,0,QUEENS
40568949,0,QUEENS
40568953,0,QUEENS
40568964,0,BRONX
40569008,0,MANHATTAN
40569448,0,QUEENS
40569633,1,MANHATTAN
40569838,0,BRONX
40569917,0,MANHATTAN
40570254,0,BROOKLYN
40570278,0,MANHATTAN
40570508,0,MANHATTAN
40570634,0,BRONX
40570775,0,MANHATTAN
40570878,1,MANHATTAN
40570886,0,MANHATTAN
40570910,0,BRONX
40570920,0,MANHATTAN
40571081,0,BRONX
40571082,0,MANHATTAN
40571128,0,MANHATTAN
40571528,0,BROOKLYN
40571587,0,BRONX
40571663,1,QUEENS
40571696,1,QUEENS
40571705,0,STATEN ISLAND
40571896,0,MANHATTAN
40572049,0,QUEENS
40572098,0,MANHATTAN
40572406,1,BRONX
40572457,-1,BROOKLYN
40572494,0,QUEENS
40572951,0,MANHATTAN
40572960,0,QUEENS
40573061,0,MANHATTAN
40573101,0,BRONX
40573131,0,MANHATTAN
40573138,0,MANHATTAN
40573141,0,MANHATTAN
40573309,0,BROOKLYN
40573338,0,BRONX
40573412,0,MANHATTAN
40573444,-1,MANHATTAN
40573507,0,MANHATTAN
40573715,0,MANHATTAN
40573929,1,MANHATTAN
40573964,0,MANHATTAN
40574067,0,BROOKLYN
40574150,0,QUEENS
40574209,0,BRONX
40574293,-1,MANHATTAN
40574346,0,MANHATTAN
40574423,1,BROOKLYN
40574474,1,BROOKLYN
40574680,0,BROOKLYN
40574733,-1,BROOKLYN
40574871,0,MANHATTAN
40574872,0,MANHATTAN
40575338,0,BRONX
40575487,1,BROOKLYN
40575519,-1,MANHATTAN
40575610,0,MANHATTAN
40575616,0,BROOKLYN
40575697,0,MANHATTAN
40575863,1,MANHATTAN
40576002,0,QUEENS
40576044,0,MANHATTAN
40576056,0,BRONX
40576150,1,MANHATTAN
40576196,1,MANHATTAN
40576213,0,QUEENS
40576251,1,QUEENS
40576260,0,MANHATTAN
40576283,0,BROOKLYN
40576286,1,BROOKLYN
40576333,0,MANHATTAN
40576403,1,MANHATTAN
40576554,0,MANHATTAN
40576810,1,QUEENS
40576812,1,QUEENS
40576978,0,QUEENS
40577007,0,MANHATTAN
40577023,0,BROOKLYN
40577204,0,BROOKLYN
40577241,0,BROOKLYN
40577362,0,BROOKLYN
40577393,1,QUEENS
40577535,0,MANHATTAN
40577676,0,MANHATTAN
40577841,1,BROOKLYN
40577889,0,BROOKLYN
40577928,1,MANHATTAN
40578058,0,QUEENS
40578092,0,BROOKLYN
40578124,0,MANHATTAN
40578252,0,MANHATTAN
40578388,0,BRONX
40578433,0,QUEENS
40578724,0,MANHATTAN
40578731,0,MANHATTAN
40578732,0,MANHATTAN
40578773,-1,MANHATTAN
40579607,0,MANHATTAN
40579745,0,STATEN ISLAND
40579797,0,BROOKLYN
40579869,0,MANHATTAN
40580211,0,BROOKLYN
40580298,0,MANHATTAN
40580547,1,BROOKLYN
40580639,1,MANHATTAN
40580683,0,BROOKLYN
40580969,1,MANHATTAN
40581363,0,MANHATTAN
40581379,0,QUEENS
40581382,0,MANHATTAN
40581387,0,BROOKLYN
40581692,0,MANHATTAN
40581729,0,MANHATTAN
40581917,1,MANHATTAN
40582103,-1,MANHATTAN
40582271,1,QUEENS
40582335,0,MANHATTAN
40582750,0,QUEENS
40582932,0,QUEENS
40583239,0,QUEENS
40583385,0,BROOKLYN
40584030,1,MANHATTAN
40584086,0,MANHATTAN
40584158,0,QUEENS
40584579,0,BROOKLYN
40584877,0,MANHATTAN
40585040,0,MANHATTAN
40585102,0,BRONX
40585193,0,BROOKLYN
40585345,0,MANHATTAN
40585403,1,MANHATTAN
40585479,1,BROOKLYN
40585860,0,MANHATTAN
40585948,1,MANHATTAN
40585966,1,MANHATTAN
40586000,0,MANHATTAN
40586094,0,QUEENS
40586239,0,MANHATTAN
40586621,0,MANHATTAN
40586834,0,QUEENS
40587085,0,BROOKLYN
40587273,0,QUEENS
40587276,0,STATEN ISLAND
40587376,0,MANHATTAN
40587400,0,BRONX
40587480,1,QUEENS
40587626,1,BROOKLYN
40587698,0,MANHATTAN
40587714,0,MANHATTAN
40587720,0,MANHATTAN
40587835,0,QUEENS
40587915,0,QUEENS
40588072,0,QUEENS
40588166,1,MANHATTAN
40588296,1,MANHATTAN
40588462,0,QUEENS
40588761,0,QUEENS
40589045,0,QUEENS
40589507,0,BROOKLYN
40589545,1,MANHATTAN
40589546,-1,QUEENS
40590237,0,BROOKLYN
40590352,1,MANHATTAN
40590969,1,BROOKLYN
40591202,1,MANHATTAN
40591262,0,MANHATTAN
40591269,0,MANHATTAN
40591271,0,QUEENS
40591344,0,BROOKLYN
40591422,0,MANHATTAN
40591490,1,MANHATTAN
40591492,0,QUEENS
40591519,1,STATEN ISLAND
40591607,0,BROOKLYN
40591856,0,QUEENS
40591981,-1,MANHATTAN
40592117,0,MANHATTAN
40592181,0,BRONX
40592207,0,MANHATTAN
40592285,0,MANHATTAN
40592296,0,MANHATTAN
40592406,0,QUEENS
40592490,0,QUEENS
40592566,0,MANHATTAN
40592791,0,BROOKLYN
40592811,0,BROOKLYN
40592981,0,MANHATTAN
40593315,0,MANHATTAN
40593352,0,QUEENS
40593528,0,MANHATTAN
40593646,0,MANHATTAN
40593817,0,QUEENS
40593844,1,BROOKLYN
40593848,1,BROOKLYN
40594026,0,STATEN ISLAND
40594203,1,MANHATTAN
40594214,0,QUEENS
40594677,-1,MANHATTAN
40594703,0,MANHATTAN
40594741,0,MANHATTAN
40594824,0,QUEENS
40594879,0,BRONX
40594962,1,MANHATTAN
40595136,0,BROOKLYN
40595941,-1,QUEENS
40596246,-1,BRONX
40596349,0,MANHATTAN
40596359,0,MANHATTAN
40596377,1,BROOKLYN
40596549,1,QUEENS
40597074,0,BROOKLYN
40597224,0,QUEENS
40597250,0,BROOKLYN
40597409,0,MANHATTAN
40597455,0,MANHATTAN
40597588,0,MANHATTAN
40597618,0,STATEN ISLAND
40597763,0,MANHATTAN
40597923,0,BROOKLYN
40598230,0,BRONX
40598282,0,MANHATTAN
40598366,0,MANHATTAN
40598699,0,MANHATTAN
40598933,0,BROOKLYN
40599004,1,MANHATTAN
40599130,0,BROOKLYN
40599146,0,BROOKLYN
40599302,1,BROOKLYN
40599617,0,MANHATTAN
40600160,0,MANHATTAN
40600383,0,MANHATTAN
40600516,0,MANHATTAN
40600780,0,MANHATTAN
40601006,0,BROOKLYN
40601159,0,MANHATTAN
40601189,1,MANHATTAN
40601254,-1,QUEENS
40601541,0,MANHATTAN
40601687,0,QUEENS
40601696,1,QUEENS
40601738,1,STATEN ISLAND
40602159,1,MANHATTAN
40602442,0,MANHATTAN
40602482,0,MANHATTAN
40602670,1,MANHATTAN
40602783,-1,MANHATTAN
40602855,0,MANHATTAN
40602858,0,MANHATTAN
40602863,0,MANHATTAN
40602866,0,MANHATTAN
40602872,0,STATEN ISLAND
40602878,0,MANHATTAN
40602887,0,MANHATTAN
40603266,1,MANHATTAN
40603273,1,MANHATTAN
40603518,0,MANHATTAN
40603743,0,STATEN ISLAND
40603807,0,MANHATTAN
40603925,0,MANHATTAN
40604004,-1,MANHATTAN
40604207,0,BRONX
40604400,0,MANHATTAN
40604442,0,BROOKLYN
40604688,0,MANHATTAN
40604740,0,QUEENS
40604755,0,MANHATTAN
40604769,-1,MANHATTAN
40604932,0,MANHATTAN
40605180,0,MANHATTAN
40605282,1,MANHATTAN
40605319,0,MANHATTAN
40605511,0,MANHATTAN
40605770,0,QUEENS
40605839,1,BROOKLYN
40605862,1,BROOKLYN
40606331,0,MANHATTAN
40606656,-1,QUEENS
40606772,0,MANHATTAN
40606806,1,MANHATTAN
40607019,0,MANHATTAN
40607044,1,MANHATTAN
40607093,0,BRONX
40607341,1,QUEENS
40607604,0,QUEENS
40607926,0,MANHATTAN
40608102,1,QUEENS
40608422,0,BRONX
40608576,0,MANHATTAN
40608702,0,STATEN ISLAND
40608746,1,MANHATTAN
40608767,1,BROOKLYN
40609087,0,BROOKLYN
40609248,0,MANHATTAN
40609326,0,MANHATTAN
40609590,0,MANHATTAN
40609676,0,STATEN ISLAND
40609677,0,STATEN ISLAND
40609678,0,STATEN ISLAND
40609680,0,STATEN ISLAND
40609705,0,STATEN ISLAND
40609872,0,BROOKLYN
40609934,1,MANHATTAN
40610000,-1,BROOKLYN
40610087,0,MANHATTAN
40610139,1,QUEENS
40610155,0,MANHATTAN
40610212,0,BROOKLYN
40610326,0,MANHATTAN
40610554,0,MANHATTAN
40611024,1,MANHATTAN
40611066,0,BROOKLYN
40611134,0,QUEENS
40611192,0,BROOKLYN
40611258,-1,QUEENS
40611399,0,MANHATTAN
40611479,1,BROOKLYN
40612118,0,MANHATTAN
40612120,0,QUEENS
40612297,0,MANHATTAN
40612524,0,MANHATTAN
40612915,1,BROOKLYN
40613196,1,BROOKLYN
40614489,1,QUEENS
40614552,1,BROOKLYN
40614573,0,BROOKLYN
